Oligo	Referencia	Strand
PROBE	XM_015460112	plus
PROBE	CP021069	plus
PROBE	CP027632	plus
PROBE	CP027620	plus
PROBE	XM_009445371	plus
PROBE	XM_009445368	plus
PROBE	XM_009445363	plus
PROBE	CP027088	plus
PROBE	CP027087	plus
PROBE	CP027080	plus
PROBE	CP025197	plus
PROBE	CP023759	plus
PROBE	XM_021962610	plus
PROBE	XM_021962545	plus
PROBE	CP019602	plus
PROBE	XM_004870292	plus
PROBE	XM_021215229	plus
PROBE	XM_013990913	plus
PROBE	XM_020559034	plus
PROBE	XM_020488398	plus
PROBE	XM_020399519	plus
PROBE	CP019882	plus
PROBE	XM_020249597	plus
PROBE	XM_019986749	plus
PROBE	XM_019986748	plus
PROBE	XM_019986746	plus
PROBE	CP016483	plus
PROBE	CP016477	plus
PROBE	CP016093	plus
PROBE	CP013236	plus
PROBE	AP017367	plus
PROBE	CP013998	plus
PROBE	XM_015426424	plus
PROBE	XM_014536127	plus
PROBE	CP012677	plus
PROBE	CP012623	plus
PROBE	CP012525	plus
PROBE	CP012398	plus
PROBE	XM_005409439	plus
PROBE	XM_013085491	plus
PROBE	LK082192	plus
PROBE	LK064612	plus
PROBE	CP011389	plus
PROBE	XM_001245647	plus
PROBE	XM_010840966	plus
PROBE	XM_050155143	plus
PROBE	XM_050155142	plus
PROBE	XM_050155140	plus
PROBE	OX258971	plus
PROBE	OX258966	plus
PROBE	OX243818	plus
PROBE	OX243816	plus
PROBE	XR_007459530	plus
PROBE	OX244280	plus
PROBE	OX243911	plus
PROBE	CP072991	plus
PROBE	CP100593	plus
PROBE	CP100589	plus
PROBE	CP100570	plus
PROBE	CP100559	plus
PROBE	OX155965	plus
PROBE	OX090962	plus
PROBE	OX090950	plus
PROBE	OX090918	plus
PROBE	CP089276	plus
PROBE	XM_009542740	plus
PROBE	OX063310	plus
PROBE	OX063306	plus
PROBE	OX063302	plus
PROBE	OX063295	plus
PROBE	OX063292	plus
PROBE	OX030919	plus
PROBE	OX030895	plus
PROBE	OX030892	plus
PROBE	OX030892	plus
PROBE	OW982296	plus
PROBE	OW982257	plus
PROBE	CP098039	plus
PROBE	NC_063527	plus
PROBE	NC_063527	plus
PROBE	XM_048425611	plus
PROBE	XM_048425610	plus
PROBE	XM_048425609	plus
PROBE	XM_048425608	plus
PROBE	OW971694	plus
PROBE	OW964567	plus
PROBE	XM_048149895	plus
PROBE	XM_048149160	plus
PROBE	XM_048149158	plus
PROBE	XM_048083998	plus
PROBE	XM_047989164	plus
PROBE	OW618032	plus
PROBE	OW388299	plus
PROBE	OW387146	plus
PROBE	OW387138	plus
PROBE	CP090441	plus
PROBE	OW203659	plus
PROBE	OW121794	plus
PROBE	OW052107	plus
PROBE	HG999685	plus
PROBE	OW028643	plus
PROBE	OV928045	plus
PROBE	OV928041	plus
PROBE	OV928037	plus
PROBE	OV815488	plus
PROBE	OV815996	plus
PROBE	OV656757	plus
PROBE	OV656757	plus
PROBE	OV754674	plus
PROBE	OV737686	plus
PROBE	XM_046308977	plus
PROBE	XM_046308976	plus
PROBE	XM_046308975	plus
PROBE	XM_046067448	plus
PROBE	XM_046067438	plus
PROBE	CP090811	plus
PROBE	HG975515	plus
PROBE	OV277463	plus
PROBE	OV277461	plus
PROBE	OV277460	plus
PROBE	OV277460	plus
PROBE	OV277456	plus
PROBE	CP089227	plus
PROBE	CP086119	plus
PROBE	XM_041855609	plus
PROBE	XM_041847241	plus
PROBE	XM_041847240	plus
PROBE	XM_041847239	plus
PROBE	XM_041847238	plus
PROBE	LR962885	plus
PROBE	LR962880	plus
PROBE	LR962872	plus
PROBE	LR962747	plus
PROBE	LR962742	plus
PROBE	AB685274	plus
PROBE	XM_007684740	plus
PROBE	OU974070	plus
PROBE	OU964975	plus
PROBE	MN720442	plus
PROBE	MN720442	plus
PROBE	OU862920	plus
PROBE	OU830602	plus
PROBE	OU785220	plus
PROBE	XM_044212637	plus
PROBE	XM_044212635	plus
PROBE	OU745319	plus
PROBE	OU745006	plus
PROBE	OU744361	plus
PROBE	OU744554	plus
PROBE	OU640346	plus
PROBE	OU696518	plus
PROBE	OU696477	plus
PROBE	OU696692	plus
PROBE	OU611910	plus
PROBE	OU611907	plus
PROBE	CP082237	plus
PROBE	OU565291	plus
PROBE	OU443160	plus
PROBE	XM_031573594	plus
PROBE	MN617019	plus
PROBE	MN617019	plus
PROBE	XM_042330211	plus
PROBE	XM_042330210	plus
PROBE	XM_042330209	plus
PROBE	OU343100	plus
PROBE	OU343085	plus
PROBE	OU343079	plus
PROBE	OU343078	plus
PROBE	OU342931	plus
PROBE	OU342798	plus
PROBE	XM_005886705	plus
PROBE	XM_005650036	plus
PROBE	OU342574	plus
PROBE	CP077093	plus
PROBE	OU015386	plus
PROBE	XM_041814228	plus
PROBE	CP068759	plus
PROBE	CP068758	plus
PROBE	CP068737	plus
PROBE	OU015772	plus
PROBE	OU015772	plus
PROBE	OU015769	plus
PROBE	OU015764	plus
PROBE	CP003422	plus
PROBE	XM_022361778	plus
PROBE	CP068261	plus
PROBE	XM_005074587	plus
PROBE	XM_040750161	plus
PROBE	XM_005069828	plus
PROBE	XM_040750160	plus
PROBE	XM_005069827	plus
PROBE	XM_040745255	plus
PROBE	XM_040745254	plus
PROBE	XM_013123287	plus
PROBE	XM_005083686	plus
PROBE	XM_005083687	plus
PROBE	CP071561	plus
PROBE	CP053381	plus
PROBE	FR997721	plus
PROBE	FR990196	plus
PROBE	FR990086	plus
PROBE	HG995198	plus
PROBE	HG995191	plus
PROBE	HG995140	plus
PROBE	XM_039926238	plus
PROBE	XM_039865771	plus
PROBE	CP070373	plus
PROBE	CP059656	plus
PROBE	CP059640	plus
PROBE	HG992292	plus
PROBE	HG992064	plus
PROBE	LR994622	plus
PROBE	LR994617	plus
PROBE	LR994615	plus
PROBE	LR994613	plus
PROBE	LR994613	plus
PROBE	AP024434	plus
PROBE	AP024425	plus
PROBE	XM_039126536	plus
PROBE	LR991647	plus
PROBE	LR991103	plus
PROBE	LR991099	plus
PROBE	LR991095	plus
PROBE	LR991094	plus
PROBE	LR991085	plus
PROBE	LR990602	plus
PROBE	LR990063	plus
PROBE	LR990062	plus
PROBE	LR990062	plus
PROBE	LR990055	plus
PROBE	LR989906	plus
PROBE	OE179089	plus
PROBE	LR990880	plus
PROBE	LR990868	plus
PROBE	XM_038728122	plus
PROBE	XM_038337412	plus
PROBE	XM_038337411	plus
PROBE	XM_038337410	plus
PROBE	XM_038337409	plus
PROBE	LR744051	plus
PROBE	OE005537	plus
PROBE	XM_038199046	plus
PROBE	CP065435	plus
PROBE	OC008571	plus
PROBE	OC000146	plus
PROBE	OA564979	plus
PROBE	OA564469	plus
PROBE	OA611401	plus
PROBE	XM_037734286	plus
PROBE	XM_017516679	plus
PROBE	XM_017516678	plus
PROBE	XM_037734285	plus
PROBE	XR_001819837	plus
PROBE	XM_017511524	plus
PROBE	XM_037516885	plus
PROBE	XM_036955207	plus
PROBE	XM_036955206	plus
PROBE	XM_021574829	plus
PROBE	XM_021574828	plus
PROBE	XM_036955205	plus
PROBE	XM_036955204	plus
PROBE	CP062030	plus
PROBE	CP062021	plus
PROBE	CP062021	plus
PROBE	CP062019	plus
PROBE	CP062052	plus
PROBE	CP062052	plus
PROBE	CP062046	plus
PROBE	CP062042	plus
PROBE	CP002191	plus
PROBE	MN356187	plus
PROBE	XM_036339219	plus
PROBE	AP023477	plus
PROBE	XM_036107237	plus
PROBE	XM_036107236	plus
PROBE	XM_036107235	plus
PROBE	LR877216	plus
PROBE	XM_035742415	plus
PROBE	XM_035742414	plus
PROBE	XM_035742413	plus
PROBE	XM_035742412	plus
PROBE	XM_035742410	plus
PROBE	XM_035799350	plus
PROBE	LR862394	plus
PROBE	CP059565	plus
PROBE	AP022038	plus
PROBE	XM_035510990	plus
PROBE	XM_027422881	plus
PROBE	XM_027422880	plus
PROBE	XM_027422879	plus
PROBE	XM_007654734	plus
PROBE	XM_003514671	plus
PROBE	CP056773	plus
PROBE	LR812062	plus
PROBE	LR812043	plus
PROBE	LR812618	plus
PROBE	LR812611	plus
PROBE	LR812602	plus
PROBE	LR812602	plus
PROBE	LR812577	plus
PROBE	LR812575	plus
PROBE	LR812571	plus
PROBE	LR812560	plus
PROBE	LR812550	plus
PROBE	LR812528	plus
PROBE	LR812516	plus
PROBE	LR812512	plus
PROBE	CP002869	plus
PROBE	CP001843	plus
PROBE	CP002085	plus
PROBE	FN564434	plus
PROBE	FN564427	plus
PROBE	NM_001192999	plus
PROBE	AC239664	plus
PROBE	CP001905	plus
PROBE	FP017166	plus
PROBE	FP067413	plus
PROBE	CU207382	plus
PROBE	CU694222	plus
PROBE	CP001472	plus
PROBE	AC235685	plus
PROBE	NG_008864	plus
PROBE	AP009495	plus
PROBE	CU469526	plus
PROBE	CP000951	plus
PROBE	AP006492	plus
PROBE	AM453936	plus
PROBE	CU075912	plus
PROBE	CU179740	plus
PROBE	CT573423	plus
PROBE	BC105208	plus
PROBE	AC154339	plus
PROBE	AC109583	plus
PROBE	AC094020	plus
PROBE	CR522870	plus
PROBE	BX276187	plus
PROBE	BX248416	plus
PROBE	BX005269	plus
PROBE	AB065462	plus
PROBE	AB016274	plus
